"key","datasetKey","decimalLongitude","decimalLatitude","year","month","day","country","locality","catalogNumber","recordedBy","institutionCode","collectionCode","stateProvince"
2464522041,"8f7e3c45-4d76-4982-9478-651439e0cd4b",5.277946,44.771236,2018,3,20,"France","surroundings of Sainte-Croix village","TU56873.f","Jaan Liira","TU(M)",NA,NA
2303272844,"828a3d8c-f762-11e1-a439-00145eb45e9a",24.12255,47.943633,2018,7,20,"Ukraine","Talhang über dem Bache Kuzij","54725-771",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA
1945780424,"828a3d8c-f762-11e1-a439-00145eb45e9a",9.828133,53.469367,2018,8,9,"Germany","Hamburg-Fischbek: Scharlbarg","54733-771",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA
1638419050,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",14.22944,45.33139,2016,4,6,"Croatia","Primorsko-Goranska. Učka. Passstraße zwischen Poklon und Veprinac. Panjak fireroad, E von Ravne staje","000330016","Mayrhofer,Helmut, Prettner,Matthias & Grozić,Dino","GZU","Herbarium GZU",NA
1657195746,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",14.27556,45.33528,2016,4,5,"Croatia","Primorsko-Goranska.Veprinac. neben Straße die vom asphaltiertem Sportplatz Richtung Zatka führt","000330172","Mayrhofer,Helmut & Prettner,Matthias","GZU","Herbarium GZU",NA
1657195155,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",14.20667,45.30667,2015,4,25,"Croatia","Istrien. Učka. Poklon, Passstraße über die Učka, Parkplatz des Restaurants Dopolavoro; Alleebäume entlang der Passstraße","000324357","Mayrhofer,Helmut, Seifter,Katharina & Župan,Dijana","GZU","Herbarium GZU",NA
1676071747,"828a3d8c-f762-11e1-a439-00145eb45e9a",9.503076,40.184479,2015,5,31,"Italy","Prov. Oligastra, Il Supramonte, Genna Sìlana north of Urzulei, track down into the Gola di Gorroppu, lower part","221738",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA
1324324151,"7948250c-6958-4a29-a670-ed1015b26252",2.1663,42.3917,2015,7,16,"Spain","Núria Valley, hillside E of Pic de l'Àliga","200985","E. Timdal","O","L",NA
1676070306,"828a3d8c-f762-11e1-a439-00145eb45e9a",0.091167,42.746783,2013,6,27,"France","Tal von H&#275;as, oberhalb vom Cafe Le Refuge","43062",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA
1676072020,"828a3d8c-f762-11e1-a439-00145eb45e9a",-0.021967,42.738,2013,6,28,"France","über Gavarnie","43147",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA
1265801859,"6aeebd1a-c3ad-4bc5-bdfe-24de0e2e9052",2.311461,42.314137,2012,12,7,"Spain","Vilallonga de Ter; Vilallonga de Ter, Can Gallina","BC-Lichenotheca-950651","E. Llop","BC","BC-Lichenotheca","Girona"
1851695817,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-5.657,42.732,2011,1,12,"Spain","Valsemana","7858-1","V.Santiago & A.Romero","LEB","LICHEN","Leon"
1502224812,"95e635d4-f762-11e1-a439-00145eb45e9a",-0.79,39.84,2011,2,12,"Spain","La UmbrÃ­a","1223460","V. Atienza Tamarit | C. J. Mansanet Salvador","BDBCV","BDBCV-General","Valencia"
1502331940,"95e635d4-f762-11e1-a439-00145eb45e9a",-0.93,39.88,2011,4,27,"Spain","Javalambre","1331543","V. Atienza Tamarit | C. J. Mansanet Salvador","BDBCV","BDBCV-General","Valencia"
1676070681,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.82,45.737778,2011,6,20,"Italy","Prov. Verona, Prealpina Gardesana, Monte Baldo, The Cima del Longino, westslope, the Val Finestra","67318",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA
1676070685,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.808889,45.7425,2011,6,22,"Italy","Prov. Verona, Prealpina Gardesana, Monte Baldo, The Cima Valdritta, northwestslope, vicinity of Malga Fiabio","67319",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA
1086735881,"828a3d8c-f762-11e1-a439-00145eb45e9a",6.76945,45.86445,2011,8,20,"France","Les Bettières bei Bionnassay oberhalb Pont des Places","37382",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA
1288172219,"828a3d8c-f762-11e1-a439-00145eb45e9a",6.780833,45.8618,2011,8,20,"France","bei Bionnassay, Les Bettières, Aufstieg zur Aiguille de Bionnassay","37409",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA
1657193478,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",22.94778,41.89889,2010,5,26,"Bulgaria","Vlahina mountain; Blagoevgrad province, Padesh","000281824","Atanassova,Adriana & Mayrhofer,H.","GZU","Herbarium GZU",NA
1657193543,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",23.5575,41.41472,2010,5,28,"Bulgaria","Slavyanka mountain; Blagoevgrad province, Petrovo","000281924","Atanassova,Adriana & Mayrhofer,H.","GZU","Herbarium GZU",NA
1657193569,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",23.19528,41.36917,2010,5,27,"Bulgaria","Belasitza mountain; Blagoevgrad province, Petrich","000281863","Atanassova,Adriana & Mayrhofer,H.","GZU","Herbarium GZU",NA
1502033886,"95e635d4-f762-11e1-a439-00145eb45e9a",-1.13,39.63,2010,10,11,"Spain","Sierra del Negrete","1031907","V. Atienza Tamarit | C. J. Mansanet Salvador","BDBCV","BDBCV-General","Valencia"
1657193422,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",25.96667,41.70333,2009,7,23,"Bulgaria","East Rhodopes; Haskovo province,Borislavtsi village","000281808","Atanassova,Adriana","GZU","Herbarium GZU",NA
1657192716,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",19.54514,42.84939,2009,8,26,"Montenegro","Montenegro, Kolašin, W-exposed slopes in mixed forest","000267769","Strasser,Eva & Mayrhofer,H.","GZU","Herbarium GZU",NA
1657192734,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",19.54514,42.84939,2009,8,26,"Montenegro","Montenegro, Kolašin, W-exposed slopes in mixed forest, shadowed rock outcrops along the road","000267771","Strasser,Eva & Mayrhofer,H.","GZU","Herbarium GZU",NA
1657193343,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",27.88778,42.70361,2009,8,13,"Bulgaria","Black Sea coast; Burgas province,Emona village,Cape ""Emine""","000281682","Atanassova,Adriana","GZU","Herbarium GZU",NA
1657193363,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",27.88861,42.75167,2009,8,13,"Bulgaria","Black Sea coast; Burgas province,Emona village,Irakli protected area","000281599","Atanassova,Adriana","GZU","Herbarium GZU",NA
1638416386,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",24.35639,42.81278,2009,9,1,"Bulgaria","Balkan mountain range; Lovech province,Ribaritsa village,""Sloncheto"" locality","000289862","Atanassova,Adriana","GZU","Herbarium GZU",NA
1657193494,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",24.26278,42.81833,2009,9,18,"Bulgaria","Balkan mountain range; Lovech province,Cherni vit,""Boatin"" reserve","000281565","Atanassova,Adriana","GZU","Herbarium GZU",NA
1657193528,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",27.18417,42.32972,2009,9,3,"Bulgaria","Strandzha; Burgas province,Sredets,Malka reka eco-path","000281622","Atanassova,Adriana","GZU","Herbarium GZU",NA
328126807,"890afcd2-f762-11e1-a439-00145eb45e9a",-0.36459,40.26025,2007,6,4,"Spain","El Rebollar","25957-1","V. Atienza","VAL","VAL_Lich","Cs"
328126808,"890afcd2-f762-11e1-a439-00145eb45e9a",-0.36459,40.26025,2007,6,4,"Spain","El Rebollar","25972-1","V. Atienza","VAL","VAL_Lich","Cs"
328126809,"890afcd2-f762-11e1-a439-00145eb45e9a",-0.36459,40.26025,2007,6,4,"Spain","El Rebollar","25983-1","Atienza, Mansanet & Salvà","VAL","VAL_Lich","Cs"
2449319215,"95d672e8-f762-11e1-a439-00145eb45e9a",7.55361,44.0622,2007,8,5,"France","Mercantour National Park, between Les Mesches and St. Dalmas de Tende,","ATBI_M7_2936","L?kös László","European Distributed Institute of Taxonomy (EDIT)","All Taxa Biodiversity Inventory - Mercantour/Alpi Marittime (France/Italy)",NA
2449319300,"95d672e8-f762-11e1-a439-00145eb45e9a",7.5535,44.0632,2007,8,6,"France","Mercantour National Park, between Les Mesches and St. Dalmas de Tende,","ATBI_M7_2957","L?kös László","European Distributed Institute of Taxonomy (EDIT)","All Taxa Biodiversity Inventory - Mercantour/Alpi Marittime (France/Italy)",NA
1851693413,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-6.38,42.56,2006,5,27,"Spain","San Pedro Castañero","5812-1","I.Blanco","LEB","LICHEN","Leon"
1851694601,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-6.8491,41.779,2006,9,6,"Portugal","Nogueira","6830-1","A.B.Fernández Salegui","LEB","LICHEN","TRAS-OS-MONTES"
328126190,"890afcd2-f762-11e1-a439-00145eb45e9a",-6.8356,41.752602,2006,9,6,"Portugal","Carretera Bragança-Edrosa","25738-1","V. Atienza","VAL","VAL_Lich",NA
912724906,"828a3d8c-f762-11e1-a439-00145eb45e9a",-5.81555,42.81445,2006,9,28,"Spain","La Magdalene ca. 5 km N","24636",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA
912724909,"828a3d8c-f762-11e1-a439-00145eb45e9a",-6.255833,42.711667,2006,10,4,"Spain","Rodrigatos de las Regueras","24679",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA
1851694072,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-2.8067,42.2331,2005,9,8,"Spain","Anguiano-Mansilla de la Sierra","6265-1","A.Terrón","LEB","LICHEN","La rioja"
1851692342,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-5.5,42.65,2005,10,18,"Spain","Villaobispo de las Regueras. El Portillín","6787-1","L.García","LEB","LICHEN","Leon"
2028329349,"ee4d0706-38af-4bc4-8539-e17c0ca8512e",5.758217,43.340533,2004,5,16,"France","Plan d'Aps-Sainte-Baume, l'Hostellerie de la Sainte-Baume, trail to Castelette Valley","47822","Gueidan, Cécile; Miadlikowska, Jolanta","DUKE",NA,"Provence-Alpes-Côte d'Azur"
2028354028,"ee4d0706-38af-4bc4-8539-e17c0ca8512e",5.758217,43.340533,2004,5,17,"France","Plan d'Aps-Sainte-Baume, l'Hostellerie de la Sainte-Baume, trail to Castelette Valley","47889","Gueidan, Cécile; Miadlikowska, Jolanta","DUKE",NA,"Provence-Alpes-Côte d'Azur"
912724561,"828a3d8c-f762-11e1-a439-00145eb45e9a",37.458333,44.716667,2004,5,10,"Russian Federation","Kaukasus, Maly Utrisch, oberhalb des Leuchtturms","16034",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA
912724529,"828a3d8c-f762-11e1-a439-00145eb45e9a",24.933883,42.696383,2004,8,23,"Bulgaria","Balkan, bei der Hütte Raj","16362",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA
912724545,"828a3d8c-f762-11e1-a439-00145eb45e9a",27.47,42.444167,2004,8,28,"Bulgaria","Schwarzmeerküste, Burgas, Höhenrücken e der Naturschutzstation Poda","16385",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA
178318146,"890afcd2-f762-11e1-a439-00145eb45e9a",-2.9461,42.158501,2004,9,8,"Spain","Mansilla de la Sierra. Embalse","24482-1","V. Atienza","VAL","VAL_Lich","Lo"
1826813431,"7f2889e6-f762-11e1-a439-00145eb45e9a",-2.77,42.25,2004,9,8,"Spain","Anguiano","14395","Néstor L. Hladun & Diana Muñiz","BCN","Lich","La Rioja (Logroño)"
1851692270,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-2.921,42.358,2004,9,9,"Spain","Santurejo-Pazuengos","6149-1","A.B.Fernández Salegui","LEB","LICHEN","La rioja"
1851696670,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-2.8067,42.2322,2004,9,8,"Spain","Anguiano-Mansilla de la Sierra","6204-1","A.Pérez Llamazares","LEB","LICHEN","La rioja"
29538430,"83492a58-f762-11e1-a439-00145eb45e9a",-2,42,2004,9,19,"Spain","Villoslada de Cameros, Cámping","15424-1","S. Pérez-Ortega","MA","MA-Lichen","Lo"
31310576,"835f8992-f762-11e1-a439-00145eb45e9a",-4.02,40.720001,2003,2,4,"Spain","Carretera de Los Molinos a Navacerrada, cruce con Cercedilla","13948-1","A. Argüello","MAF","MAF-Lich","M"
31310578,"835f8992-f762-11e1-a439-00145eb45e9a",-1.6,42.380001,2003,6,5,"Spain","Logroño, Montenegro de Cameros","13949-1","A. Argüello & al.","MAF","MAF-Lich","Lo"
31310581,"835f8992-f762-11e1-a439-00145eb45e9a",-1.6,42.380001,2003,6,5,"Spain","Logroño, Montenegro de Cameros","13950-1","A. Argüello & al.","MAF","MAF-Lich","Lo"
31310585,"835f8992-f762-11e1-a439-00145eb45e9a",-2.08,40.93,2003,6,17,"Spain","Selas","13951-1","A. Argüello & al.","MAF","MAF-Lich","Gu"
1501418801,"95e635d4-f762-11e1-a439-00145eb45e9a",-0.18,40.44,2003,7,15,"Spain","Barranc dÂ´Aznar","1552366","S. Fos MartÃ­n","BDBCV","BDBCV-General","Castellon"
29538166,"83492a58-f762-11e1-a439-00145eb45e9a",0,42,2003,8,29,"Spain","Escuaín, pueblo y miradores","14017-1","J.Etayo & W.Sanders","MA","MA-Lichen","Hu"
1056497324,"7e380070-f762-11e1-a439-00145eb45e9a",22.544722,37.362222,2002,5,1,"Greece",NA,"BM000764585","B F. Abbott","NHMUK","BOT","Peloponnese, Western Greece and the Ionian Islands"
165124838,"89579e3e-f762-11e1-a439-00145eb45e9a",13.911995,46.399623,2002,8,9,"Slovenia","Rjavec","F956089","Mrak T.","ULBF-AGR","FloVegSI-FLO","Gorenjska"
165124857,"89579e3e-f762-11e1-a439-00145eb45e9a",13.911995,46.399623,2002,8,9,"Slovenia","Rjavec","F956307","Mrak T.","ULBF-AGR","FloVegSI-FLO","Gorenjska"
1212200037,"85739778-f762-11e1-a439-00145eb45e9a",26.139,37.6022,2002,9,24,"Greece","GREECE, East Aegean Islands, Nomos Samos: Ikaria island. Frandato, W of Dafni. Alt. 510 m.","63984","H. Sipman & T. Raus","B","Lichen Herbarium Berlin",NA
2028360323,"ee4d0706-38af-4bc4-8539-e17c0ca8512e",7.033333,46.483333,2001,7,29,"Switzerland","Ver les Jordan, near Montbovon, Chateau d'Oex","30579","McMullen, Molly","DUKE",NA,"Fribourg"
1902172054,"828a3d8c-f762-11e1-a439-00145eb45e9a",37.460283,44.713333,2001,8,16,"Russian Federation","Halbinsel Abrau: bei der Siedlung Malyî Utri","51225-862",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA
328126547,"890afcd2-f762-11e1-a439-00145eb45e9a",-6.651,42.991001,2001,9,11,"Spain","Cangas del Narcea. Rebollar en el camino de La Viliella a la Vega de La Rondiella. Monte La Viliella.","21669-1","S. Pérez-Ortega, J. A. F. Prieto, S. Fos & E. Barreno","VAL","VAL_Lich","O"
31311519,"835f8992-f762-11e1-a439-00145eb45e9a",-4.76,40.279999,2000,2,NA,"Spain","Valle del Tietar, entre La Adrada y Piedralaves","6909-1","A. Crespo","MAF","MAF-Lich","Av"
1212198262,"85739778-f762-11e1-a439-00145eb45e9a",-5.0783,41.7533,2000,9,2,"Spain","SPAIN, Prov. Valladolid. Embalse de Santa Espina; alt. c. 810 m.","58420","H. Sipman","B","Lichen Herbarium Berlin",NA
1676070330,"828a3d8c-f762-11e1-a439-00145eb45e9a",4.025,40.694444,2000,9,12,"Spain","Prov. Madrid, Sierra de Guardarrama. The Cerro del Castillo near Collado Mediano, westslope","61375",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA
328125951,"890afcd2-f762-11e1-a439-00145eb45e9a",-0.083,40.421001,1999,10,5,"Spain","Ares del Maestre. Barranc dels Horts. Microrreserva del Mas Vell","10475-1","S. Fos, P. Pérez & I. Queral","VAL","VAL_Lich","Cs"
328125954,"890afcd2-f762-11e1-a439-00145eb45e9a",-0.083,40.421001,1999,10,5,"Spain","Ares del Maestre. Barranc dels Horts. Microrreserva del Mas Vell","10503-1","S. Fos, P. Pérez & I. Queral","VAL","VAL_Lich","Cs"
29538268,"83492a58-f762-11e1-a439-00145eb45e9a",-4,39,1998,1,24,"Spain","Anchuras, carretera de Horcajo, alcornocal a 5 Km del pueblo","14897-1","R.I. Fernández & F.J. Sarrión","MA","MA-Lichen","Cr"
31312229,"835f8992-f762-11e1-a439-00145eb45e9a",-2.93,37.93,1998,1,8,"Spain","Cazorla, valle del Guadalquivir, Vadillo Castril, cerrada del Utrero","7739-1","G. Aragón & I. Martínez","MAF","MAF-Lich","J"
31312235,"835f8992-f762-11e1-a439-00145eb45e9a",-2.87,37.970001,1998,1,9,"Spain","La Iruela, Sierra del Pozo, arroyo de las Truchas","7740-1","G. Aragón & I. Martínez","MAF","MAF-Lich","J"
29538033,"83492a58-f762-11e1-a439-00145eb45e9a",-1,40,1998,3,17,"Spain","Uña, Serranía de Cuenca, Laguna de Uña","11309-1","G. Aragón & I. Martínez","MA","MA-Lichen","Cu"
31312243,"835f8992-f762-11e1-a439-00145eb45e9a",-2.99,38.049999,1998,4,7,"Spain","Villacarrillo, Sierra de Las Villas, arroyo de los Vilchetes","7742-1","G. Aragón & I. Martínez","MAF","MAF-Lich","J"
29537894,"83492a58-f762-11e1-a439-00145eb45e9a",-1,40,1998,5,3,"Spain","Huerta del Marquesado, Barranco de la Canaleja","10292-1","G. Aragón & I. Martínez","MA","MA-Lichen","Cu"
29537929,"83492a58-f762-11e1-a439-00145eb45e9a",-1,40,1998,5,4,"Spain","Noguera, Sierra del Tremedal, barranco de las Fuentes","10544-1","G. Aragón & I. Martínez","MA","MA-Lichen","Te"
