"key","datasetKey","decimalLongitude","decimalLatitude","year","month","day","country","locality","catalogNumber","recordedBy","institutionCode","collectionCode","stateProvince"
769098,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.69497,56.29731,1947,7,31,"Sweden","No locality information available","1091632","Ove Almborn","LD","General","Skåne"
2237872178,"84d26682-f762-11e1-a439-00145eb45e9a",12.31437,55.80452,1946,5,30,"Denmark","Ganløse Ore","DMS-1010163","Mogens Skytte Christiansen",NA,NA,NA
1086218223,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",14,58,1944,8,18,"Sweden","Östergötland, V. Tollstad par., Omberg","L8985","G. Degelius","S","S-Fungi","Östergötland"
1086218200,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",16,58,1917,NA,NA,"Sweden","Östergötland, Kvarsebo","L8959","J. Hulting","S","S-Fungi","Södermanland"
442142284,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.773611,47.72361,1914,4,13,"Germany","1) Baden: Sallneck (Schopfheim)","B 60 0028460 / 145788 / 90081","Lettau, G.","B","Blettaucoll",NA
1086218833,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",16,58,1898,8,11,"Sweden","Östergötland, Kvarsebo","L8957","J. Hulting","S","S-Fungi","Södermanland"
1086218790,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",16,58,1895,NA,NA,"Sweden","Östergötland, Krokek par., Marmorbruket","L8981","O G Blomberg","S","S-Fungi","Östergötland"
1086218514,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",16,58,1894,NA,NA,"Sweden","Östergötland, Kvarsebo","L8948","J. Hulting","S","S-Fungi","Södermanland"
768937,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",16.625943,58.644925,1894,NA,NA,"Sweden","Kvarsebo","1042943","Joh. Hulting","LD","General","Södermanland"
1086218865,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",16,58,1893,NA,NA,"Sweden","Östergötland, Kvarsebo","L8958","J. Hulting","S","S-Fungi","Södermanland"
1086433288,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",15,59,1890,8,NA,"Sweden","West. Ljusnarsberg","F162181","G. A. Ringselle","S","S-Fungi","Västmanland"
1086218221,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",16,59,1890,NA,NA,"Sweden","Södermanland, Dunker Par., Dunker, at the parsonage","L8960","O. G. Blomberg","S","S-Fungi","Södermanland"
1503046247,"aec6d756-3aa8-465e-83fd-4f6ee83e693e",10.5,51.5,1869,6,3,"Germany",NA,"C0059153F","F. W. Sauerbeck","F","Botany",NA
