"key","datasetKey","decimalLongitude","decimalLatitude","stateProvince","year","month","day","country","catalogNumber","recordedBy","institutionCode","locality","collectionCode"
914864472,"828a3d8c-f762-11e1-a439-00145eb45e9a",12.014167,47.702217,NA,1987,7,10,"Germany","3968",NA,"FR","Wendelstein nächst ""Teufelsrutsch""","Herbarium Senckenbergianum (FR) - Fungi"
914864392,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.4382,48.798883,NA,1971,8,3,"Germany","18032",NA,"FR","Schwarzwald, Bad Herrenalb, nahe Kurhaus","Herbarium Senckenbergianum (FR) - Fungi"
788549125,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",9.840278,48.718056,"Baden-Württemberg",1970,8,14,"Germany","1306263","Felix Schumm","LD","Heldenberg","General"
919150469,"7948250c-6958-4a29-a670-ed1015b26252",6.1754,59.1605,"Rogaland",1970,8,20,"Norway","11832","H. Østhagen","O","Årdal","L"
919150489,"7948250c-6958-4a29-a670-ed1015b26252",5.7902,59.3493,"Rogaland",1970,8,21,"Norway","11835","R. Elven","O","Nedstrand, Tveit landbruksskole","L"
919167367,"7948250c-6958-4a29-a670-ed1015b26252",6.1746,59.1471,"Rogaland",1970,8,20,"Norway","33139","K. Høiland","O","Årdal, ved en bekk fra Årdalsvatnet","L"
788556045,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",8.418333,44.226389,"Liguria",1961,3,30,"Italy","1313224","C. Sbarbaro","LD","Spotorno","General"
914864617,"828a3d8c-f762-11e1-a439-00145eb45e9a",12.185833,47.231117,NA,1959,8,5,"Austria","3972",NA,"FR","Hohe Tauern, Krimml, am Wege zum Falkenstein","Herbarium Senckenbergianum (FR) - Fungi"
914864567,"828a3d8c-f762-11e1-a439-00145eb45e9a",11.18805,47.678883,NA,1958,5,25,"Germany","8019",NA,"FR","Murnau, vor Seehausen am Fußsteig zum Staffelsee","Herbarium Senckenbergianum (FR) - Fungi"
914864519,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.9075,48.339717,NA,1958,12,18,"Germany","3962",NA,"FR","Augsburg, an der Einmündung der Ilsungstraße","Herbarium Senckenbergianum (FR) - Fungi"
914864415,"828a3d8c-f762-11e1-a439-00145eb45e9a",22.483333,49.14305,NA,1956,5,18,"Poland","3967",NA,"FR","Bieszczady Zachodnie, in vico Wetlina","Herbarium Senckenbergianum (FR) - Fungi"
2449365723,"85739778-f762-11e1-a439-00145eb45e9a",6.7667,50.75,NA,1951,4,26,"Germany","191538","Th. Müller","B","DEUTSCHLAND, Nordrhein-Westfalen: Kreis Euskirchen, Klein Vernich.","Lichen Herbarium Berlin"
2449366308,"85739778-f762-11e1-a439-00145eb45e9a",6.7667,50.75,NA,1951,4,26,"Germany","117991","Th. Müller in herb. V. J. Grummann","B","DEUTSCHLAND, Nordrhein-Westfalen: Kreis Euskirchen, Friesheim.","Lichen Herbarium Berlin"
788567688,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",8.166944,44.002778,"Liguria",1950,3,7,"Italy","1325325","Sbarbaro","LD","Alassio","General"
914864552,"828a3d8c-f762-11e1-a439-00145eb45e9a",9.345283,48.794717,NA,1949,1,27,"Germany","3964",NA,"FR","Stetten/Remstal","Herbarium Senckenbergianum (FR) - Fungi"
788548945,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",9.340556,48.791667,"Baden-Württemberg",1949,2,10,"Germany","1306083","E. Putzler","LD","Stetten im Remstal","General"
788549423,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",6.14,46.203889,"Genève",1949,5,28,"Switzerland","1306563","Ove Almborn","LD","Genève","General"
788549541,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",7.528333,46.977778,"Bern",1949,5,22,"Switzerland","1306683","Ove Almborn","LD","Bantiger","General"
788549660,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",8.491944,47.349444,"Zürich",1949,5,19,"Switzerland","1306803","Ove Almborn","LD","Uetliberg","General"
788549720,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",7.498611,46.976389,"Bern",1949,5,22,"Switzerland","1306863","Ove Almborn","LD","Bolligen","General"
788604463,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",6.44548,45.47764,"Auvergne-Rhône-Alpes",1949,5,30,"France","1363194","Ove Almborn","LD","No locality information available","General"
788604573,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",6.146944,46.221944,"Genève",1949,5,27,"Switzerland","1363308","Ove Almborn","LD","Sécheron","General"
788604690,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",5.915556,45.689444,"Auvergne-Rhône-Alpes",1949,5,30,"France","1363428","Ove Almborn","LD","Aix-les-Bains","General"
788555863,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",8.166944,44.002778,"Liguria",1949,8,NA,"Italy","1313044","Sbarbaro","LD","Alassio","General"
1632918364,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.158889,41.742222,"Lazio",1948,5,NA,"Italy","1894879","H. Runemark","LD","Anagni","General"
788604748,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",5.17735,52.09596,"Utrecht",1943,8,6,"Netherlands","1363488","R. A. Maas Geesteranus","LD","No locality information available","General"
788555742,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",8.576944,44.359722,"Liguria",1938,NA,NA,"Italy","1312924","Sbarbaro","LD","Varazze","General"
914864478,"828a3d8c-f762-11e1-a439-00145eb45e9a",9.6125,47.61445,NA,1937,10,1,"Germany","3971",NA,"FR","zwischen Betznau und Schleinsee","Herbarium Senckenbergianum (FR) - Fungi"
788555802,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",8.418333,44.226389,"Liguria",1936,10,NA,"Italy","1312984","Sbarbaro","LD","Spotorno","General"
914864466,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.094717,47.91055,NA,1926,7,6,"Germany","3969",NA,"FR","Südlicher Schwarzwald, Hinterzarten, Straße nach Höllsteig","Herbarium Senckenbergianum (FR) - Fungi"
914864487,"828a3d8c-f762-11e1-a439-00145eb45e9a",24.05,46.133333,NA,1899,4,4,"Romania","24783",NA,"FR","Transsylvania, Langenthal","Herbarium Senckenbergianum (FR) - Fungi"
