"key","datasetKey","decimalLongitude","decimalLatitude","stateProvince","year","month","day","country","catalogNumber","recordedBy","institutionCode","locality","collectionCode","DB","BBarcode"
2449364675,"85739778-f762-11e1-a439-00145eb45e9a",10.5583,46.6783,NA,1974,"7",27,"Italy","180992","A. Buschardt","B","ITALY, Trentino/Südtirol: Vinschgau (Val Venostana), Tartscher Bichl. Alt. ca. 1000 m.","Lichen Herbarium Berlin","GBIF",NA
NA,NA,7.831535,48.010066,NA,1972,"13. Okt.",NA,"GERMANY","115027","J.-P. Frahm","BERLIN_DB","DEUTSCHLAND, Baden-Württemberg: Schwarzwald, Mooswald bei Freiburg.",NA,"BERLIN_DB","B 60 0174180"
788558377,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",9.599722,48.762222,"Baden-Württemberg",1971,"3",14,"Germany","1315609","Felix Schumm","LD","Adelberg","General","GBIF",NA
1212105178,"85739778-f762-11e1-a439-00145eb45e9a",10.7667,46.6333,NA,1970,"3",26,"Italy","190627","A. Buschardt","B","ITALY, Trentino/Südtirol: Vinschgau (Val Venostana), Schlanders. Alt. ca. 920 m.","Lichen Herbarium Berlin","GBIF",NA
911958044,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.007217,50.130283,NA,1970,"3",28,"Germany","8013",NA,"FR","Taunus, Ramschied, ca. 3 km w, am Polsberg, ca. 200 m e der Riesenmühle an der Wispertalstraße","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
NA,NA,6.944885,50.609909,NA,1970,"13. Juni",NA,"GERMANY","97426","H. Breuer","BERLIN_DB","DEUTSCHLAND, Nordrhein-Westfalen: Kr. Bonn, Rheinbach, Waldrand, Abt. 17. Alt. 290 m ü.M.",NA,"BERLIN_DB","B 60 0146360"
788556762,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",9.560556,48.725556,"Baden-Württemberg",1969,"5",5,"Germany","1313944","Felix Schumm","LD","Nassachmühle","General","GBIF",NA
1212105036,"85739778-f762-11e1-a439-00145eb45e9a",7.45,47.9333,NA,1967,NA,NA,"France","178840","H. Reznik","B","FRANCE, Dep. Haut-Rhin: Alsace, Rüstenhart near Colmar.","Lichen Herbarium Berlin","GBIF",NA
NA,NA,9.05,48.533333,NA,1964,"15.11.1964",NA,"Deutschland",NA,"W.U. Berthold","BERLIN_HTL","Tübingen",NA,"BERLIN_HTL",NA
788546836,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",5.595556,49.647222,"Luxembourg",1963,"4",18,"Belgium","1303969","G. Thiry","LD","Buzenol","General","GBIF",NA
NA,NA,9.196558,47.705563,NA,1963,"08. April",NA,"GERMANY","97422","H. Breuer","BERLIN_DB","DEUTSCHLAND, Baden-Württemberg: Bodensee, Insel Mainau.",NA,"BERLIN_DB","B 60 0146372"
NA,NA,6.954622,50.598215,NA,1963,"29. Juli",NA,"GERMANY","97425","H. Breuer","BERLIN_DB","DEUTSCHLAND, Nordrhein-Westfalen: Kr. Bonn, Rheinbach, Rheinbacher Stadtwald.",NA,"BERLIN_DB","B 60 0146371"
NA,NA,6.950146,50.626653,NA,1962,"",NA,"GERMANY","97424","H. Breuer","BERLIN_DB","DEUTSCHLAND, Nordrhein-Westfalen: Kr. Bonn, Rheinbach.",NA,"BERLIN_DB","B 60 0146361"
788557061,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",8.900278,45.997778,"Ticino",1961,"7",11,"Switzerland","1314244","C. M. Norrman","LD","Agno","General","GBIF",NA
NA,NA,8.962099,49.50375,NA,1961,"May",NA,"GERMANY","179220","H. Reznik","BERLIN_DB","GERMANY, Baden-Württemberg: Nordbaden, Odenwald. Gammelsbachtal near Eberbach.",NA,"BERLIN_DB","B 60 0190782"
NA,NA,8.857772,49.419536,NA,1961,"easter",NA,"GERMANY","179219","H. Reznik","BERLIN_DB","GERMANY, Hessen: Odenwald, Darsberg near Klein-Gemünd. Wald am Vogelherd.",NA,"BERLIN_DB","B 60 0190641"
2449356639,"85739778-f762-11e1-a439-00145eb45e9a",15.5167,48.3833,NA,1960,"8",4,"Austria","179222","H. Reznik","B","AUSTRIA, Niederösterreich: Dürnstein in der Wachau, below the castle.","Lichen Herbarium Berlin","GBIF",NA
NA,NA,6.418315,49.855505,NA,1960,"30. Mai",NA,"GERMANY","97423","H. Breuer","BERLIN_DB","DEUTSCHLAND, Rheinland-Pfalz: Kr. Bitburg, Ferschweiler, Güntherhof.",NA,"BERLIN_DB","B 60 0146363"
NA,NA,6.418315,49.855505,NA,1960,"30. Mai",NA,"GERMANY","97428","H. Breuer","BERLIN_DB","DEUTSCHLAND, Rheinland-Pfalz: Kr. Bitburg, Ferschweiler, Güntherhof.",NA,"BERLIN_DB","B 60 0146373"
1212104889,"85739778-f762-11e1-a439-00145eb45e9a",8.8333,49.3667,NA,1959,"6",14,"Germany","178691","H. Reznik","B","GERMANY, Baden-Württemberg: Nordbaden, Langenzell im Kraichgau. Alt. 195 m.","Lichen Herbarium Berlin","GBIF",NA
2449363321,"85739778-f762-11e1-a439-00145eb45e9a",13,46.6667,NA,1959,"7",14,"Austria","116125","V. J. Grummann","B","ÖSTERREICH, Kärnten: Gailtaler Alpen, Gailtal, Mauthen.","Lichen Herbarium Berlin","GBIF",NA
788604301,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",21.0812,52.30913,"Mazowieckie",1959,"8",22,"Poland","1363024","J. Zielinska","LD","No locality information available","General","GBIF",NA
NA,NA,8.184886,48.653598,NA,1959,"April",NA,"GERMANY","178778","H. Reznik","BERLIN_DB","GERMANY, Baden-Württemberg: Nordschwarzwald, Schönbrunn oberhalb Neusatzeck. Alt. 700 m.",NA,"BERLIN_DB","B 60 0174602"
2449363720,"85739778-f762-11e1-a439-00145eb45e9a",8.7167,49.4833,NA,1958,"10",26,"Germany","179216","H. Reznik","B","GERMANY, Baden-Württemberg: Nordbaden. Above Ursenbach in Odenwald, near Ludwigstal valley.","Lichen Herbarium Berlin","GBIF",NA
2449357608,"85739778-f762-11e1-a439-00145eb45e9a",8.1833,48.65,NA,1958,"12",28,"Germany","179221","H. Reznik","B","GERMANY, Baden-Württemberg: Nordschwarzwald, Immenstein above Neusatzeck.","Lichen Herbarium Berlin","GBIF",NA
911958030,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.60805,48.336117,NA,1958,"12",21,"Germany","3934",NA,"FR","Mödishofen, am W-Rand des Filzes vor Dinkelscherben","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
NA,NA,8.694327,49.42497,NA,1958,"April",NA,"GERMANY","178683","H. Reznik","BERLIN_DB","GERMANY, Baden-Württemberg: Nordbaden, Heidelberg-Handschuhsheim, oberes Hellembachtal.",NA,"BERLIN_DB","B 60 0174501"
NA,NA,8.74285,49.408476,NA,1958,"25. Mai",NA,"GERMANY","178724","H. Reznik","BERLIN_DB","GERMANY, Baden-Württemberg: Nordbaden, Odenwald, Granitfelsen am Wilckens-Felsen, Haarlaß-Heidelberg, schattiger Standort.",NA,"BERLIN_DB","B 60 0174601"
911958085,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.926117,48.335283,NA,1957,"1",2,"Germany","3938",NA,"FR","Augsburg, im Siebentischwald, an der Ilsungstraße","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
911958047,"828a3d8c-f762-11e1-a439-00145eb45e9a",11.252217,46.453617,NA,1957,"4",14,"Italy","3936",NA,"FR","Südtirol, Eppan b. Bozen, s-Hang bei der Gleifkapelle","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
788546731,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",16.66257,49.07815,"Jihomoravsky kraj",1955,"2",13,"Czechia","1303864","A. Vezda","LD","No locality information available","General","GBIF",NA
NA,NA,7.355672,50.336538,NA,1954,"01. Juli",NA,"GERMANY","97421","Th. Müller","BERLIN_DB","DEUTSCHLAND, Rheinland-Pfalz: Kr. Mayen, Welling, Schutzgebiet Horley, sonnige Schieferfelsen, SO, Unterdevon, häufig, Nettetal, SO-Eifel.",NA,"BERLIN_DB","B 60 0146386"
911958087,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.978617,47.038617,NA,1953,"4",19,"Austria","3941",NA,"FR","Ötztal, Matrei, bei Huben","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
NA,NA,7.178115,49.847362,NA,1953,"18. April",NA,"GERMANY","97427","Th. Müller","BERLIN_DB","DEUTSCHLAND, Rheinland-Pfalz: Hintzerath bei Morbach, an Linde.",NA,"BERLIN_DB","B 60 0146358"
NA,NA,8.83544,49.398343,NA,1952,"Mar.",NA,"GERMANY","179217","H. Reznik","BERLIN_DB","GERMANY, Baden-Württemberg: Odenwald. Herrenwald near Dilsberg.",NA,"BERLIN_DB","B 60 0190609"
2449355263,"85739778-f762-11e1-a439-00145eb45e9a",10.3667,47.5,NA,1951,"8",1,"Germany","115545","V. J. Grummann","B","DEUTSCHLAND, Bayern: Allgäuer Alpen, Osterachtal.","Lichen Herbarium Berlin","GBIF",NA
788556822,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",7.528333,46.977778,"Bern",1949,"5",19,"Switzerland","1314004","Ove Almborn","LD","Bantiger","General","GBIF",NA
788557419,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",8.491944,47.349444,"Zürich",1949,"5",19,"Switzerland","1314604","Ove Almborn","LD","Uetliberg","General","GBIF",NA
788543565,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",11.465556,46.538611,"Trentino-Alto Adige",1948,"5",NA,"Italy","1300687","H. Runemark","LD","Klobenstein","General","GBIF",NA
788543744,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.360833,46.422778,"Veneto",1948,"5",NA,"Italy","1300867","H. Runemark","LD","Pieve di Cadore","General","GBIF",NA
788558437,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",11.741111,48.402778,"Bayern",1948,"8",NA,"Germany","1315669","Johannes Ullrich","LD","Freising","General","GBIF",NA
NA,NA,8.769435,50.565768,NA,1948,"28. Nov.",NA,"GERMANY","22807","O. Behr","BERLIN_DB","DEUTSCHLAND, HESSEN. Krs. Erbach-Odenwald. Steinbach, Waldrand. Alt. 300 m.",NA,"BERLIN_DB","B 60 0029614"
788558497,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",9.340556,48.791667,"Baden-Württemberg",1947,"4",4,"Germany","1315729","E. Putzler","LD","Stetten im Remstal","General","GBIF",NA
911958123,"828a3d8c-f762-11e1-a439-00145eb45e9a",6.437217,48.181383,NA,1944,"3",3,"France","19303",NA,"FR","Vogesen, Epinal, an der Kaserne über dem Bahnhof","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
2237905713,"84d26682-f762-11e1-a439-00145eb45e9a",11.63333,54.83333,NA,1942,"8",4,"Denmark","DMS-1038270","Paul Gelting",NA,"Oreby",NA,"GBIF",NA
442142884,"8589cc8c-f762-11e1-a439-00145eb45e9a",8.203333,47.86972,NA,1942,"8",27,"Germany","B 60 0029621 / 145822 / 90094","Lettau, G.","B","Schwarzwald: 1) Oberhalb Lenzkirch, 850 m.","Blettaucoll","GBIF",NA
442143287,"8589cc8c-f762-11e1-a439-00145eb45e9a",8.367778,48.078335,NA,1941,"9",5,"Germany","B 60 0029635 / 145826 / 90096","Lettau, G.","B","Baden, Schwarzwald: 2) Unterkirnach bei Villingen, 900 m.","Blettaucoll","GBIF",NA
776852,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",9.4975,54.860278,"Jylland",1939,"8",17,"Denmark","1022274","Ove Almborn","LD","Sønderhav","General","GBIF",NA
152925677,"89579e3e-f762-11e1-a439-00145eb45e9a",14.578589,46.199674,NA,1937,"4",15,"Slovenia","F774600","Dolšak F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
911958051,"828a3d8c-f762-11e1-a439-00145eb45e9a",7.85,49.8075,NA,1937,"7",10,"Germany","3939",NA,"FR","Bad Kreuznach, Rheingrafenstein bei Münster am Stein","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
911958057,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.697633,49.9,NA,1937,"7",8,"Germany","3932",NA,"FR","Darmstadt, am Jagdschloß Kranichstein","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
911958059,"828a3d8c-f762-11e1-a439-00145eb45e9a",9.602783,47.601667,NA,1937,"9",24,"Germany","3948",NA,"FR","Kressbronn am Bodensee","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
911958039,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.94445,51.254167,NA,1936,"2",26,"Germany","3946",NA,"FR","Oberlausitz, Königsbrück, im Tiefen Grund nahe Reichenau","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
911958080,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.94445,51.254167,NA,1936,"2",26,"Germany","3947",NA,"FR","Oberlausitz, Königsbrück, im Tiefen Grund bei Reichenau","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
911958058,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.13945,51.292217,NA,1936,"3",27,"Germany","3945",NA,"FR","Kamenz, am N-Ufer des Deutschbaselitzer Teiches","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
911958074,"828a3d8c-f762-11e1-a439-00145eb45e9a",9.185283,47.701667,NA,1936,"6",13,"Germany","3935",NA,"FR","Konstanz, am Wege nach der Insel Mainau, am Strand","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
2449357336,"85739778-f762-11e1-a439-00145eb45e9a",12.2333,54.2,NA,1936,"7",5,"Germany","118985","V. J. Grummann","B","DEUTSCHLAND, Mecklenburg-Vorpommern: Rostocker Heide, bei Müritz.","Lichen Herbarium Berlin","GBIF",NA
911958078,"828a3d8c-f762-11e1-a439-00145eb45e9a",11.106117,48.893333,NA,1936,"7",6,"Germany","3931",NA,"FR","Fränkischer Jura, Altmühltal, Obereichstätt, 2 km westlich","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
911958073,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.86445,50.932217,NA,1935,"4",6,"Germany","3950",NA,"FR","Elbhügelland, Weesenstein, am Rabenhorst","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
152925676,"89579e3e-f762-11e1-a439-00145eb45e9a",14.578589,46.199674,NA,1934,"4",15,"Slovenia","F774598","Dolšak F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
911958083,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.75,51.25195,NA,1933,"3",31,"Germany","3937",NA,"FR","Lausitzer Niederung, Zschorna, am N-Ufer des Brettmühlenteiches","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
911958084,"828a3d8c-f762-11e1-a439-00145eb45e9a",11.218333,50.597217,NA,1931,"5",25,"Germany","3949",NA,"FR","Schwarzburg, im Sorbitzgrund oberhalb Rohrbach","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
911958052,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.087217,50.834717,NA,1931,"6",8,"Germany","3942",NA,"FR","Dorndorf","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
788568369,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",7.45423,49.91491,"Rheinland-Pfalz",1930,"4",3,"Germany","1326045","A. Schumacher","LD","No locality information available","General","GBIF",NA
911958070,"828a3d8c-f762-11e1-a439-00145eb45e9a",12.601383,47.206117,NA,1930,"6",30,"Austria","3929",NA,"FR","Tauern, Stubachtal, Schneiderau","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
911958032,"828a3d8c-f762-11e1-a439-00145eb45e9a",15.613883,50.81945,NA,1930,"8",4,"Poland","3940",NA,"FR","Riesengebirge, Agnetendorf","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
152925675,"89579e3e-f762-11e1-a439-00145eb45e9a",13.911986,46.499611,NA,1930,"9",15,"Slovenia","F774526","Dolšak F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152925708,"89579e3e-f762-11e1-a439-00145eb45e9a",14.578597,46.099686,NA,1929,"11",15,"Slovenia","F776536","Dolšak F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
NA,NA,13.574067,54.436733,NA,1928,"22-Jul",NA,"GERMANY","117292","V. J. Grummann","BERLIN_DB","DEUTSCHLAND, Mecklenburg-Vorpommern: Rügen, Prora bei Binz.",NA,"BERLIN_DB",""
152925674,"89579e3e-f762-11e1-a439-00145eb45e9a",15.24513,46.599655,NA,1927,"9",15,"Slovenia","F774524","Dolšak F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
NA,NA,14.367407,51.249675,NA,1927,"Nov.",NA,"GERMANY","119881","","BERLIN_DB","DEUTSCHLAND, Sachsen: Oberlausitz, Quoos bei Radibor.",NA,"BERLIN_DB",""
2449356286,"85739778-f762-11e1-a439-00145eb45e9a",17.3667,50.3,NA,1923,"1",2,"Poland","116951","V. J. Grummann","B","Altvatergebirge [Hrubý Jeseník], Ziegenhals [Głuchołazy], Holzberg.","Lichen Herbarium Berlin","GBIF",NA
442142904,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.661667,47.612778,NA,1923,"1",7,"Germany","B 60 0035587 / 146186 / 90238","Lettau, G.","B","Baden: Lörrach, bei der Stadt 350 m.","Blettaucoll","GBIF",NA
152925709,"89579e3e-f762-11e1-a439-00145eb45e9a",14.078664,46.099665,NA,1922,"12",15,"Slovenia","F776541","Dolšak F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152925710,"89579e3e-f762-11e1-a439-00145eb45e9a",14.078664,46.099665,NA,1922,"12",15,"Slovenia","F776543","Dolšak F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
NA,NA,8.683733,49.404123,NA,1922,"8.1922",NA,"Deutschland",NA,"Voigtländer","BERLIN_HTL","Heidelberg",NA,"BERLIN_HTL",NA
2449363407,"85739778-f762-11e1-a439-00145eb45e9a",17.45,50.2833,NA,1921,"7",29,"Poland","118312","V. J. Grummann","B","Altvatergebirge [Hrubý Jeseník], Wildgrund [Pokrzywna] bei Arnoldsdorf [Jarnoltowek].","Lichen Herbarium Berlin","GBIF",NA
2449365344,"85739778-f762-11e1-a439-00145eb45e9a",17.45,50.2833,NA,1921,"7",29,"Poland","118313","V. J. Grummann","B","Altvatergebirge [Hrubý Jeseník], Wildgrund [Pokrzywna] bei Arnoldsdorf [Jarnoltowek].","Lichen Herbarium Berlin","GBIF",NA
2449366318,"85739778-f762-11e1-a439-00145eb45e9a",17.45,50.2833,NA,1921,"7",29,"Poland","118314","V. J. Grummann","B","Altvatergebirge [Hrubý Jeseník], Wildgrund [Pokrzywna] bei Arnoldsdorf [Jarnoltowek].","Lichen Herbarium Berlin","GBIF",NA
442142885,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.953889,47.964722,NA,1921,"7",31,"Germany","B 60 0029621a / 149867 / 91589","Lettau, G.","B","Schwarzwald: 2) Oberhalb Weilersbach bei Kirchzarten,  600-700 m.","Blettaucoll","GBIF",NA
442142886,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.953333,47.935001,NA,1921,"8",7,"Germany","B 60 0029621b / 149869 / 91590","Lettau, G.","B","Schwarzwald: 3) Unterhalb ""Steinwasen"" (Oberried), 700 m.","Blettaucoll","GBIF",NA
442142890,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.953889,47.964722,NA,1921,"8",NA,"Germany","B 60 0030122 / 145834 / 90100","Lettau, G.","B","Schwarzwald: Kirchzarten bei Freiburg","Blettaucoll","GBIF",NA
442142909,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.953889,47.964722,NA,1921,"8",15,"Germany","B 60 0036979 / 146437 / 90345","Lettau, G.","B","Schwarzwald: Kirchzarten bei Freiburg, 400 m.","Blettaucoll","GBIF",NA
2449367424,"85739778-f762-11e1-a439-00145eb45e9a",17.4,50.2833,NA,1921,"10",8,"Poland","119432","V. J. Grummann","B","Altvatergebirge [Hrubý Jeseník], Dürrkunzendorf [Konradów], Hofestr.","Lichen Herbarium Berlin","GBIF",NA
788543685,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.21839,45.79562,"Veneto",1918,"7",NA,"Italy","1300807","J. Hruby","LD","No locality information available","General","GBIF",NA
788556882,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",8.80845,46.29796,"Ticino",1917,NA,NA,"Switzerland","1314064","C. Mereschkowsky","LD","No locality information available","General","GBIF",NA
442142972,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.760278,47.994167,NA,1916,"4",3,"Germany","B 60 0101033 / 153233 / 92913","Lettau, G.","B","Baden: Mooswald bei Freiburg","Blettaucoll","GBIF",NA
442145605,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.5675,50.858334,NA,1915,"8",26,"Germany","B 60 0029640 / 145828 / 90097","Lettau, G.","B","Thüringer Wald: Beim Beerbergstein (am Inselsberg)","Blettaucoll","GBIF",NA
442142891,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.661667,47.612778,NA,1914,"1",1,"Germany","B 60 0030123 / 145839 / 90101","Lettau, G.","B","Baden: Eichsel bei Lörrach","Blettaucoll","GBIF",NA
442142892,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.659167,47.786945,NA,1914,"6",1,"Germany","B 60 0030133 / 145863 / 90106","Lettau, G.","B","Baden:  1) Lipburg bei Müllheim","Blettaucoll","GBIF",NA
442142973,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.661667,47.612778,NA,1914,"9",25,"Germany","B 60 0101034 / 153237 / 92914","Lettau, G.","B","Baden: Heltingen bei Lörrach","Blettaucoll","GBIF",NA
442142975,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.695833,47.645557,NA,1913,"5",11,"Germany","B 60 0101036 / 153244 / 92916","Lettau, G.","B","Baden: Hauingen - Rechberg","Blettaucoll","GBIF",NA
442143038,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.661667,47.612778,NA,1913,"8",10,"Germany","B 60 0128146 / 152154 / 92510","Lettau, G.","B","Baden: Hünerberg bei Lörrach, 400 m.","Blettaucoll","GBIF",NA
442142877,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.663055,47.715279,NA,1913,"9",28,"Germany","B 60 0025514 / 145696 / 90047","Lettau, G.","B","Baden: Kandern - Sitzenkirch","Blettaucoll","GBIF",NA
442142970,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.669167,47.736946,NA,1913,"9",28,"Germany","B 60 0101011 / 153221 / 92909","Lettau, G.","B","Baden: Westlich oberhalb Sitzenkirch (bei Kandern)","Blettaucoll","GBIF",NA
442142889,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.646389,47.757221,NA,1913,"11",23,"Germany","B 60 0030099 / 151646 / 92301","Lettau, G.","B","Baden: Oberhalb Obereggenen (bei Kandern)","Blettaucoll","GBIF",NA
442142974,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.661667,47.612778,NA,1912,"6",14,"Germany","B 60 0101035 / 153239 / 92915","Lettau, G.","B","Baden: ""Haagener Strässle"" bei Lörrach","Blettaucoll","GBIF",NA
442142901,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.95,47.549999,NA,1912,"7",5,"Germany","B 60 0035244 / 146312 / 90293","Lettau, G.","B","Baden: Rötekopf, beim Säckinger Bergsee","Blettaucoll","GBIF",NA
442142897,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.881667,47.773335,NA,1910,"7",8,"Germany","B 60 0033907 / 146125 / 90215","Lettau, G.","B","[Schwarzwald] Baden: Wembach (Wiesental)","Blettaucoll","GBIF",NA
911958018,"828a3d8c-f762-11e1-a439-00145eb45e9a",15.915283,51.12305,NA,1910,"10",7,"Poland","12273",NA,"FR","Goldberg","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
442145604,"8589cc8c-f762-11e1-a439-00145eb45e9a",11.265,50.685833,NA,1909,"5",2,"Germany","B 60 0029632b / 149872 / 91592","Lettau, G.","B","Thüringer Wald: 3) Werrasitz bei Blankenburg","Blettaucoll","GBIF",NA
442145602,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.4075,50.786667,NA,1908,"7",29,"Germany","B 60 0029632 / 145824 / 90095","Lettau, G.","B","Thüringer Wald: 1) Trusental, 400 m.","Blettaucoll","GBIF",NA
442145603,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.590834,50.836388,NA,1908,"7",4,"Germany","B 60 0029632a / 149871 / 91591","Lettau, G.","B","Thüringer Wald:  2) ""Bauernweg"" bei Finsterbergen, 520 m","Blettaucoll","GBIF",NA
442142882,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.9825,50.798054,NA,1908,"9",15,"Germany","B 60 0029620a / 149863 / 91587","Lettau, G.","B","Thüringen: 2) Dannheim  (380 m).","Blettaucoll","GBIF",NA
442142881,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.934444,50.803333,NA,1908,"11",5,"Germany","B 60 0029620 / 145820 / 90093","Lettau, G.","B","Thüringen: 1) Siegelbach","Blettaucoll","GBIF",NA
442142883,"8589cc8c-f762-11e1-a439-00145eb45e9a",11.4825,50.996944,NA,1907,"5",19,"Germany","B 60 0029620b / 149865 / 91588","Lettau, G.","B","Thüringen: 3) Hainwald bei Oberndorf, 370 m","Blettaucoll","GBIF",NA
442142887,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.944445,50.838333,NA,1906,"11",4,"Germany","B 60 0029698 / 145830 / 90098","Lettau, G.","B","Thüringen: ""Hain"" bei Arnstadt, 375 m.","Blettaucoll","GBIF",NA
911958094,"828a3d8c-f762-11e1-a439-00145eb45e9a",11.35,50.683333,NA,1905,NA,NA,"Germany","3943",NA,"FR","Gegend um Saalfeld - Rudolstadt","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
788546252,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",15.00108,47.26474,"Steiermark",1904,"8",29,"Austria","1303384",NA,"LD","No locality information available","General","GBIF",NA
442142971,"8589cc8c-f762-11e1-a439-00145eb45e9a",8.691389,49.40361,NA,1903,"1",31,"Germany","B 60 0101013 / 153225 / 92910","Lettau, G.","B","Baden: Siebenmühltal bei Heidelberg, 200 m.","Blettaucoll","GBIF",NA
442142888,"8589cc8c-f762-11e1-a439-00145eb45e9a",8.690278,49.350555,NA,1903,"6",28,"Germany","B 60 0030091 / 151636 / 92298","Lettau, G.","B","Baden: Oberhalb Leimen bei Heidelberg, 300 m.","Blettaucoll","GBIF",NA
911958034,"828a3d8c-f762-11e1-a439-00145eb45e9a",15.196667,51.266667,NA,1902,"1",25,"Poland","12877",NA,"FR","Görlitzer Heide, Rothwasser, im Tschirnegebiet kurz nach dem Eintritt der Tschirne in das Heidegebiet","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
911958048,"828a3d8c-f762-11e1-a439-00145eb45e9a",15.7325,51.803883,NA,1902,NA,NA,"Poland","12271",NA,"FR","Neusalz an der Oder, im Oderwald","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
788545953,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",8.493056,47.595556,"Zürich",1901,"6",NA,"Switzerland","1303084","Y. Frymann","LD","Hüntwangen","General","GBIF",NA
911958011,"828a3d8c-f762-11e1-a439-00145eb45e9a",15.888883,51.1125,NA,1901,"7",19,"Poland","12275",NA,"FR","Niederschlesien, Bad Hermsdorf b. Goldberg","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
